word,frequency
reduce,92306
vietnam,92294
phd,92246
mining,92148
combination,92100
coal,91996
divisions,91962
sections,91938
humans,91903
leads,91785
gene,91758
colorado,91734
don,91694
universities,91624
die,91586
chapter,91549
gets,91517
background,91494
ahead,91491
parliamentary,91470
winners,91394
actual,91340
wars,91340
regularly,91245
premiered,91240
stands,91062
affected,91055
address,91006
residential,90965
flag,90957
grounds,90930
talk,90922
contain,90907
tennessee,90896
participate,90740
debuted,90731
survived,90684
musicians,90681
operates,90613
reality,90548
costs,90532
formal,90530
owners,90523
selling,90488
session,90366
duty,90272
techniques,90259
accused,90141
vocals,89987
outstanding,89934
turkey,89904
goods,89832
finals,89674
indiana,89669
brief,89646
missouri,89636
driver,89431
arena,89415
coastal,89370
cabinet,89342
du,89310
plus,89238
interests,89175
seconds,89089
organisation,88977
ethnic,88942
borough,88930
khan,88924
albert,88923
plot,88918
queensland,88905
images,88834
credit,88806
dam,88791
web,88758
racial,88746
productions,88649
opposite,88600
ward,88574
di,88531
chain,88489
oregon,88444
painted,88358
authors,88321
designs,88313
expedition,88312
link,88281
maryland,88279
additionally,88095
islamic,88019
maintain,88007
folk,87838
poverty,87837
associate,87817
items,87734
bottom,87730
amateur,87700
ben,87697
rating,87634
walter,87515
capture,87293
conservation,87265
scholars,87263
pictures,87243
committed,87242
crisis,87230
strike,87208
dean,87132
values,87098
underground,86990
dry,86926
moth,86907
tries,86906
door,86718
arizona,86653
rooms,86599
pro,86578
composition,86550
attached,86547
understanding,86506
thousands,86502
driving,86405
yearold,86399
headed,86383
starred,86366
drawn,86331
injured,86319
drew,86292
networks,86188
factor,86109
progress,86103
credited,86067
actors,86034
crossing,85976
biggest,85937
mid,85927
details,85888
decade,85869
distinct,85848
worth,85794
extremely,85715
showing,85643
demand,85611
shop,85607
emergency,85528
jesus,85487
attend,85472
rejected,85453
contrast,85452
stood,85431
assistance,85422
publications,85395
replace,85373
commonwealth,85319
turns,85296
didnt,85233
universal,85229
accompanied,85197
counties,85187
finance,85147
nor,85130
request,85113
creative,85079
defensive,85076
advantage,85025
fm,84986
learned,84919
routes,84912
device,84867
passengers,84848
represents,84848
egypt,84811
lane,84706
landing,84610
degrees,84598
appeal,84575
extra,84553
collaboration,84534
medieval,84479
caught,84370
thcentury,84368
stages,84362
retained,84348
charged,84306
y,84217
howard,84108
shooting,84105
charges,84041
assumed,84013
membership,83983
documents,83945
admitted,83899
hollywood,83896
wisconsin,83889
require,83843
delivered,83830
electoral,83799
brian,83797
daughters,83782
sam,83744
determine,83718
orange,83657
damaged,83653
returns,83646
diego,83621
fast,83614
reign,83575
otherwise,83573
eyes,83535
arab,83505
offensive,83491
sell,83473
elementary,83438
contributions,83367
switzerland,83343
singapore,83335
translated,83304
senator,83204
o,83176
roughly,83048
experienced,83048
businesses,82933
parks,82923
miller,82867
wounded,82866
iv,82757
trip,82739
swiss,82730
discovery,82568
flat,82545
commune,82444
ep,82415
defeating,82410
israeli,82276
interested,82275
faith,82244
heads,82161
responsibility,82128
manufacturing,82075
sisters,82073
separated,82066
carrying,82024
path,82003
severe,81999
kentucky,81960
broad,81814
prix,81807
significantly,81794
suggests,81788
austria,81706
danish,81698
factors,81656
recordings,81649
im,81603
czech,81582
subjects,81542
novels,81507
ukrainian,81482
priest,81460
bird,81443
artistic,81419
dog,81393
dating,81385
restored,81375
flowers,81316
criticized,81290
insurance,81274
measures,81231
step,81206
arrival,81195
whilst,81162
protected,81119
cycle,81072
golf,81058
trophy,80944
mean,80874
adapted,80843
scheme,80801
diocese,80798
mathematics,80740
simon,80727
aspects,80511
ltd,80499
greece,80429
fired,80424
wings,80395
stopped,80388
allied,80347
waters,80313
feel,80306
accident,80223
popularity,80222
involving,80209
papers,80207
musician,80196
houston,80146
respect,80066
beautiful,80007
puerto,79992
missing,79897
brain,79893
colony,79843
duties,79818
economics,79575
sequence,79560
everything,79530
lawyer,79310
afterwards,79106
difference,79105
formally,79096
restaurant,79086
measure,79017
stayed,78985
ray,78983
magic,78960
baby,78945
object,78928
coalition,78842
jean,78812
prepared,78782
inner,78779
fighter,78778
behavior,78703
wave,78687
legislation,78641
reaction,78620
journey,78575
ali,78568
hamilton,78521
mental,78503
saturday,78499
arranged,78497
apart,78409
blues,78313
strategy,78296
tell,78234
equivalent,78189
colleges,78187
flows,78146
couples,78107
window,78074
relative,78049
brick,78040
samuel,78024
guide,77941
ages,77899
detroit,77885
covering,77878
depending,77868
ensure,77859
victims,77811
indigenous,77763
classified,77762
painter,77737
philip,77699
charts,77684
princess,77667
policies,77646
peninsula,77640
frederick,77629
comics,77626
aviation,77624
companys,77610
queens,77575
finding,77542
socialist,77542
appearing,77522
vision,77513
capable,77493
translation,77482
steam,77475
harvard,77439
differences,77412
questions,77411
circle,77383
relief,77281
visitors,77269
leg,77185
linked,77165
mid s,77114
grow,77096
temporary,77076
honorary,76777
centers,76751
occupation,76738
losses,76730
offering,76727
pattern,76723
ottoman,76715
meets,76679
quebec,76558
charter,76534
marketing,76532
continuing,76511
mrs,76486
ownership,76480
partners,76474
instruments,76474
qualifying,76467
purposes,76460
successor,76458
watch,76380
makeup,76334
brazilian,76314
ceo,76278
physics,76259
gender,76150
soul,76133
wooden,76126
raise,76109
gulf,76092
influential,76090
douglas,76074
eleven,76025
ridge,76000
acid,75968
devices,75905
resolution,75813
occasionally,75806
mp,75780
bear,75777
threat,75758
peaked,75740
christ,75700
da,75675
requires,75672
gay,75618
storage,75609
script,75596
parallel,75591
practices,75569
tank,75531
rates,75509
somewhat,75508
grey,75506
considerable,75447
eighth,75445
increasingly,75411
huge,75333
fishing,75333
anthony,75285
hosts,75272
testing,75257
concerns,75253
cavalry,75198
juan,75128
moon,75102
prisoners,75092
adding,75086
bit,75081
replacement,75029
criticism,75019
rescue,75000
gone,74960
iowa,74897
tamil,74842
map,74827
critic,74820
louisiana,74813
celebrated,74740
narrow,74736
shore,74725
mississippi,74710
visiting,74706
frame,74671
technique,74656
whereas,74501
markets,74500
oklahoma,74499
dublin,74475
gardens,74404
instance,74403
meters,74392
der,74379
childhood,74364
terminal,74359
commissioner,74271
debate,74265
adam,74235
soil,74201
none,74185
guitarist,74088
message,74059
threatened,74031
forests,73951
entering,73790
lincoln,73762
filled,73758
orthodox,73755
thing,73755
planet,73640
forming,73624
filmed,73588
newspapers,73585
antonio,73583
learn,73542
austrian,73457
strategic,73453
dream,73445
opinion,73391
helping,73329
salt,73289
alabama,73263
bringing,73257
satellite,73255
anne,73233
reputation,73126
achieve,73122
miami,73051
wine,72993
solution,72978
argentina,72963
leagues,72929
revival,72925
strongly,72907
boundary,72889
corporate,72868
replacing,72813
accounts,72720
sky,72663
dated,72611
cited,72610
iraq,72600
cable,72591
revolutionary,72514
surrounded,72511
soundtrack,72511
meanwhile,72510
magazines,72477
amongst,72477
rapid,72475
trading,72216
pool,72190
graduating,72170
declined,72032
gordon,72004
collections,71972
expression,71958
laboratory,71950
clark,71942
architectural,71926
anything,71911
requirements,71901
max,71898
surviving,71898
limit,71878
ambassador,71876
proper,71867
anderson,71825
uncle,71824
explained,71809
poem,71798
montreal,71780
rising,71774
franchise,71748
user,71745
legislature,71727
belgium,71698
competitions,71657
tests,71624
edinburgh,71604
competing,71597
speak,71552
branches,71516
struck,71503
grown,71487
concrete,71420
industries,71416
allen,71403
camera,71380
benefit,71373
welsh,71368
movies,71359
monument,71300
element,71246
solar,71199
walk,71181
habitat,71173
tall,71150
coverage,71131
studying,71068
constant,71056
vessels,71013
tied,71012
edited,70974
neither,70857
filed,70848
alan,70792
cards,70780
existed,70761
changing,70759
employment,70730
modified,70716
context,70691
horses,70564
safe,70554
signing,70495
massive,70484
patrick,70476
ago,70471
medals,70471
appointment,70464
hundreds,70460
initiative,70459
vocal,70445
mounted,70396
hair,70365
apparently,70363
components,70279
mode,70246
lasted,70239
fan,70217
proposal,70132
movements,70117
cinema,70087
connecticut,70068
completion,70042
depression,70003
atlanta,69993
easy,69964
conduct,69953
athletics,69915
en,69914
fixed,69855
restoration,69853
cooperation,69777
happened,69756
rice,69697
tunnel,69606
lakes,69599
poems,69527
denmark,69505
drawing,69495
arm,69477
versus,69449
constitutional,69403
farmers,69388
dan,69308
mouth,69251
las,69247
ma,69244
secure,69226
processes,69226
vienna,69180
experiences,69145
electrical,69109
producers,69100
cleveland,69051
tribe,69051
missions,69036
classification,69000
audio,68979
annually,68963
plane,68944
integrated,68928
maintenance,68913
experimental,68870
adults,68802
portrayed,68716
territories,68689
consider,68674
indicated,68612
hungarian,68591
skin,68505
spiritual,68490
eric,68400
equipped,68387
attracted,68357
surgery,68289
denied,68244
landscape,68240
truth,68236
kevin,68205
bears,68156
gate,68151
illegal,68149
turning,68128
liverpool,68100
speaker,68069
universe,68034
provinces,68027
tokyo,68016
progressive,68009
external,67986
knew,67984
rival,67938
elevation,67929
controversial,67922
talent,67846
swimming,67840
superior,67820
ryan,67814
unusual,67787
anna,67747
thousand,67738
suicide,67729
lists,67703
shell,67696
effectively,67639
solid,67609
compilation,67600
monastery,67513
basin,67511
controversy,67502
metro,67455
charity,67447
accept,67430
springs,67388
domain,67341
playoff,67326
alleged,67205
acted,67204
feed,67197
advertising,67148
lawrence,67113
abbey,67107
decline,67070
row,67052
baltimore,67049
tools,67034
designer,67033
summit,66949
infrastructure,66944
moment,66894
extreme,66861
frequency,66835
slow,66748
resident,66735
dna,66699
normally,66698
seattle,66689
legend,66687
margaret,66682
involvement,66673
outer,66573
participation,66555
shares,66548
greatly,66529
traveled,66520
gradually,66498
stream,66495
perfect,66481
widespread,66480
manner,66469
ukraine,66435
medium,66410
honour,66373
meetings,66341
rio,66300
operational,66213
li,66189
northwestern,66153
column,66153
vessel,66139
visible,66063
concerned,66023
rapidly,66010
eliminated,65963
supporters,65944
revenue,65915
rounds,65858
favor,65802
bush,65794
donated,65788
fly,65762
speaking,65743
nomination,65644
colour,65640
minimum,65619
concerts,65598
moore,65583
portugal,65557
approval,65556
scholarship,65544
touring,65539
weekend,65486
phone,65478
railways,65455
recommended,65453
channels,65447
nazi,65437
treated,65424
occasions,65393
broadway,65375
option,65360
penalty,65316
abc,65310
merchant,65273
roger,65151
engineers,65140
videos,65129
executed,65072
ranking,65039
jobs,65035
everyone,65029
exception,64940
pick,64927
panel,64918
begun,64888
borders,64802
describe,64790
bachelor,64744
desert,64726
fruit,64706
printed,64696
happy,64682
pittsburgh,64673
dave,64660
styles,64659
hero,64654
agents,64647
cousin,64634
ill,64624
spoken,64585
encouraged,64575
bond,64507
scholar,64499
wants,64443
license,64401
assault,64392
marks,64343
fear,64324
sarah,64322
document,64281
walker,64277
blocks,64244
gmina,64243
drivers,64234
passage,64233
concern,64191
hence,64167
kent,64048
alex,63995
depth,63992
malaysia,63925
sugar,63924
victorian,63920
instrumental,63918
un,63906
friendly,63879
posted,63878
assist,63823
josé,63774
bruce,63755
sees,63721
remainder,63585
ready,63556
touchdown,63544
principles,63508
toured,63433
competitive,63400
boats,63396
suffering,63381
roots,63362
definition,63346
supports,63321
adams,63312
ross,63311
themes,63310
ninth,63299
knight,63271
voting,63260
seek,63257
immediate,63245
kim,63227
spending,63189
saints,63162
jane,63160
attributed,63152
wedding,63148
supplies,63145
carl,63144
departure,63135
participants,63123
youngest,63084
intersection,63082
harris,63062
transit,63041
contested,63021
judges,63004
birmingham,62991
substantial,62976
continental,62959
defending,62950
adaptation,62931
